nom,age,nationalite,club,valeur,salaire,rupture,attaque/defense,pied
Williams,24,Spain,Athletic Club de Bilbao,24500,31,56400.0,High/ High,Right
A. Correa,23,Argentina,Atlético Madrid,24500,54,55100.0,Medium/ Low,Right
A. Christensen,22,Denmark,Chelsea,21500,91,44100.0,Low/ Medium,Right
João Mário,25,Portugal,Inter,22500,71,39900.0,Medium/ Medium,Right
T. Strakosha,23,Albania,Lazio,17000,36,30200.0,Medium/ Medium,Right
E. Hysaj,24,Albania,Napoli,20000,58,35500.0,Medium/ Medium,Right
P. Zieliński,24,Poland,Napoli,24500,64,46600.0,Medium/ Medium,Right
Ricardo Pereira,24,Portugal,Leicester City,19000,64,37500.0,High/ High,Right
Grimaldo,22,Spain,SL Benfica,20500,14,45100.0,High/ Medium,Left
R. Guerreiro,24,Portugal,Borussia Dortmund,24000,54,42600.0,Medium/ Medium,Left
A. Doucouré,25,France,Watford,19500,60,38500.0,High/ Medium,Right
J. Martínez,25,Venezuela,Atlanta United,22500,14,35400.0,High/ Medium,Right
C. Bacca,31,Colombia,Villarreal CF,16000,45,33600.0,Medium/ Low,Right
A. Plea,25,France,Borussia Mönchengladbach,22000,40,39100.0,High/ Medium,Right
B. Davies,25,United Kingdom,Tottenham Hotspur,18500,87,35600.0,High/ High,Left
M. Nastasić,25,Republic of Serbia,FC Schalke 04,18500,36,32799.0,Low/ High,Left
A. Milik,24,Poland,Napoli,25500,71,48500.0,Medium/ Medium,Left
M. Sabitzer,24,Austria,RB Leipzig,22500,54,39900.0,High/ High,Right
B. Mendy,23,France,Manchester City,20000,105,38500.0,High/ Low,Left
C. Kramer,27,Germany,Borussia Mönchengladbach,17000,35,30200.0,High/ High,Right
S. Vrsaljko,26,Croatia,Inter,18000,57,,High/ Medium,Right
T. Hazard,25,Belgium,Borussia Mönchengladbach,21500,40,38200.0,Medium/ Medium,Right
K. Bellarabi,28,Germany,Bayer 04 Leverkusen,18000,76,30600.0,High/ High,Right
S. Zaza,27,Italy,Torino,21000,48,,High/ High,Left
F. Ghoulam,27,Algeria,Napoli,16500,68,29300.0,High/ Medium,Left
B. Lecomte,27,France,Montpellier HSC,15000,27,31100.0,Medium/ Medium,Left
J. Iličić,30,Slovenia,Atalanta,17000,41,28900.0,Medium/ Medium,Left
K. Volland,25,Germany,Bayer 04 Leverkusen,22000,76,39100.0,High/ High,Left
Paco Alcácer,24,Spain,Borussia Dortmund,23500,59,41700.0,High/ Medium,Right
Vitolo,28,Spain,Atlético Madrid,18000,65,36900.0,High/ High,Right
G. Xhaka,25,Switzerland,Arsenal,22000,115,43500.0,Medium/ Medium,Left
D. Tadić,29,Republic of Serbia,Ajax,17500,26,24500.0,Medium/ Low,Left
C. Aránguiz,29,Chile,Bayer 04 Leverkusen,17000,76,28900.0,Medium/ Medium,Right
S. Verdi,25,Italy,Napoli,19500,77,33200.0,High/ Medium,Left
D. Lovren,28,Croatia,Liverpool,16000,115,31600.0,Medium/ High,Right
G. Medel,30,Chile,Beşiktaş JK,13000,56,24700.0,Medium/ High,Right
X. Shaqiri,26,Switzerland,Liverpool,19000,130,36100.0,Medium/ Medium,Left
J. Corona,25,Mexico,FC Porto,21500,18,44600.0,Medium/ Low,Right
A. Areola,25,France,Paris Saint-Germain,16500,61,31800.0,Medium/ Medium,Right
K. Vogt,26,Germany,TSG 1899 Hoffenheim,17500,42,31100.0,High/ Medium,Right
Ander Herrera,28,Spain,Manchester United,17500,140,32400.0,High/ High,Right
E. Salvio,27,Argentina,SL Benfica,18500,19,37000.0,High/ Medium,Right
S. El Shaarawy,25,Italy,Roma,21000,77,37300.0,High/ Medium,Right
C. Smalling,28,United Kingdom,Manchester United,16000,130,30800.0,Medium/ High,Right
Hulk,31,Brazil,Shanghai SIPG FC,15500,25,34100.0,High/ Medium,Left
S. Kagawa,29,Japan,Borussia Dortmund,17500,65,29800.0,High/ Medium,Right
M. Lanzini,25,Argentina,West Ham United,23000,90,45400.0,Medium/ Medium,Right
F. Smolov,28,Russia,Lokomotiv Moscow,18500,1,38900.0,High/ Medium,Right
L. Stindl,29,Germany,Borussia Mönchengladbach,18000,43,30600.0,Medium/ Medium,Right
O. Toprak,28,Turkey,Borussia Dortmund,16000,59,28400.0,Medium/ Medium,Right
D. Perotti,29,Argentina,Roma,17500,84,29800.0,Medium/ Medium,Right
F. Muslera,32,Uruguay,Galatasaray SK,10000,52,19000.0,Medium/ Medium,Right
B. Höwedes,30,Germany,Lokomotiv Moscow,13000,1,27300.0,Medium/ Medium,Right
S. Kjær,29,Denmark,Sevilla FC,14000,23,29400.0,Low/ High,Right
S. Bender,29,Germany,Bayer 04 Leverkusen,14000,69,23800.0,Medium/ High,Right
M. Valbuena,33,France,Fenerbahçe SK,11000,86,20900.0,High/ Medium,Right
Pedro León,31,Spain,SD Eibar,15500,32,32600.0,Medium/ Low,Right
K. Boateng,31,Ghana,Sassuolo,15000,65,25500.0,High/ Medium,Right
L. Piszczek,33,Poland,Borussia Dortmund,7000,57,11900.0,Medium/ Medium,Right
A. Candreva,31,Italy,Inter,15500,74,26400.0,Medium/ Medium,Right
D. Wass,29,Denmark,Valencia CF,17000,46,35700.0,High/ Medium,Right
E. Lamela,26,Argentina,Tottenham Hotspur,21000,105,40400.0,High/ High,Left
D. Rose,27,United Kingdom,Tottenham Hotspur,14500,92,26800.0,Medium/ High,Left
C. Vela,29,Mexico,Los Angeles FC,17500,15,26300.0,High/ Low,Left
Renato Augusto,30,Brazil,Beijing Sinobo Guoan FC,16500,28,36300.0,Medium/ Medium,Right
A. Valencia,32,Ecuador,Manchester United,10000,120,18500.0,High/ High,Right
L. Fabiański,33,Poland,West Ham United,9000,70,17100.0,Medium/ Medium,Right
João Moutinho,31,Portugal,Wolverhampton Wanderers,15000,85,28500.0,High/ Medium,Right
Borja Valero,33,Spain,Inter,11000,74,18700.0,Medium/ Medium,Right
F. Quagliarella,35,Italy,Sampdoria,8000,39,13600.0,Medium/ Medium,Right
B. Gomis,32,France,Al Hilal,14000,56,23800.0,High/ Low,Right
Manuel Fernandes,32,Portugal,Lokomotiv Moscow,14000,1,29400.0,High/ Medium,Right
H. Herrera,28,Mexico,FC Porto,17500,20,35000.0,High/ High,Right
Raffael,33,Brazil,Borussia Mönchengladbach,11000,41,18700.0,High/ Medium,Right
Nani,31,Portugal,Sporting CP,15500,19,31000.0,High/ Medium,Right
J. Milner,32,United Kingdom,Liverpool,13500,120,25700.0,High/ High,Right
J. Mathieu,34,France,Sporting CP,5500,18,11000.0,High/ Medium,Left
Joaquín,36,Spain,Real Betis,6000,24,12600.0,High/ Medium,Right
M. Gómez,21,Uruguay,RC Celta,20500,25,44600.0,Low/ Medium,Right
K. Havertz,19,Germany,Bayer 04 Leverkusen,22000,32,41800.0,Medium/ Medium,Left
T. Ndombele,21,France,Olympique Lyonnais,22500,51,47300.0,High/ High,Right
H. Aouar,20,France,Olympique Lyonnais,23500,51,49400.0,High/ Medium,Right
Carlos Soler,21,Spain,Valencia CF,21000,31,48300.0,Medium/ Medium,Right
Odriozola,22,Spain,Real Madrid,18500,115,41600.0,High/ Medium,Right
M. Almirón,24,Paraguay,Atlanta United,19500,11,30700.0,High/ High,Left
Welington Dano,30,Brazil,Cruzeiro,10500,34,20000.0,Medium/ Medium,Left
Everton Andrão,34,Brazil,Fluminense,4500,34,8500.0,High/ High,Right
Oyarzabal,21,Spain,Real Sociedad,21000,29,48300.0,High/ Medium,Left
F. Balbuena,26,Paraguay,West Ham United,15500,80,30600.0,Medium/ Medium,Right
M. Marega,27,Mali,FC Porto,16000,19,32000.0,High/ Medium,Right
B. Pavard,22,France,VfB Stuttgart,17500,33,33299.0,Medium/ Medium,Right
W. Ndidi,21,Nigeria,Leicester City,17000,50,33600.0,Medium/ High,Right
A. Onana,22,Cameroon,Ajax,14500,14,21400.0,Medium/ Medium,Right
G. Lo Celso,22,Argentina,Real Betis,20000,72,,High/ Medium,Left
M. Acuña,26,Argentina,Sporting CP,12500,16,25000.0,Medium/ High,Left
Rúben Neves,21,Portugal,Wolverhampton Wanderers,20500,59,43100.0,Medium/ Medium,Right
Mariano,24,Dominican Republic,Real Madrid,20000,140,42500.0,High/ Medium,Right
Raúl,28,Brazil,SC Braga,12000,19,24000.0,Medium/ Medium,Left
M. Caldara,24,Italy,Milan,17500,73,33299.0,Medium/ High,Right
M. Vecino,26,Uruguay,Inter,14500,63,25700.0,High/ High,Right
T. Bakayoko,23,France,Milan,17000,85,,Medium/ Medium,Right
M. Dahoud,22,Germany,Borussia Dortmund,20000,50,38000.0,High/ High,Right
Rafa,25,Portugal,SL Benfica,18500,17,38400.0,High/ Medium,Right
K. Baldé,23,Senegal,Inter,20000,65,,High/ Low,Right
G. Rulli,26,Argentina,Real Sociedad,14000,26,30500.0,Medium/ Medium,Right
F. Armani,31,Argentina,River Plate,9000,22,12600.0,Medium/ Medium,Right
Rony Lopes,22,Portugal,AS Monaco,20000,65,39500.0,High/ Medium,Left
Santi Mina,22,Spain,Valencia CF,20000,40,43500.0,High/ Medium,Right
K. Demirbay,24,Germany,TSG 1899 Hoffenheim,19500,37,34600.0,Medium/ Medium,Left
Gayà,23,Spain,Valencia CF,16500,33,35900.0,High/ Medium,Left
André Gomes,24,Portugal,Everton,19500,130,,Medium/ Medium,Right
N. Tagliafico,25,Argentina,Ajax,15000,20,22100.0,High/ Medium,Left
M. Sanson,23,France,Olympique de Marseille,19500,47,38500.0,Medium/ Medium,Right
Pacheco,26,Spain,Deportivo Alavés,13000,23,28300.0,Medium/ Medium,Left
E. Can,24,Germany,Juventus,19500,91,33600.0,High/ High,Right
H. Çalhanoğlu,24,Turkey,Milan,19500,89,34600.0,Medium/ Medium,Right
M. Ginter,24,Germany,Borussia Mönchengladbach,15500,28,27500.0,Medium/ Medium,Right
M. Keane,25,United Kingdom,Everton,15500,88,30600.0,Medium/ High,Right
L. Paredes,24,Argentina,,0,0,,Medium/ Medium,Right
T. Stepanenko,28,Ukraine,Shakhtar Donetsk,12000,1,25200.0,Medium/ High,Left
L. Shaw,22,United Kingdom,Manchester United,16500,96,31800.0,High/ Medium,Left
Z. Feddal,28,Morocco,Real Betis,12000,29,25200.0,Medium/ Medium,Left
S. Haller,24,France,Eintracht Frankfurt,19000,41,33700.0,High/ Medium,Right
Bernard,25,Brazil,Everton,17500,97,34600.0,High/ Medium,Right
T. Inui,30,Japan,Real Betis,14000,30,29400.0,Medium/ Medium,Right
Portu,26,Spain,Girona FC,17500,37,38100.0,Medium/ Medium,Right
M. Batshuayi,24,Belgium,Valencia CF,19500,105,,Medium/ Low,Right
E. Zahavi,30,Israel,Guangzhou R&F; FC,14500,24,31200.0,High/ Low,Right
T. Vaclík,29,Czech Republic,Sevilla FC,11500,17,25000.0,Medium/ Medium,Right
N. Pope,26,United Kingdom,Burnley,13000,48,25700.0,Medium/ Medium,Right
Héctor Bellerín,23,Spain,Arsenal,16500,85,32600.0,High/ Low,Right
P. Kadeřábek,26,Czech Republic,TSG 1899 Hoffenheim,14000,39,24900.0,High/ Medium,Right
J. Butland,25,United Kingdom,Stoke City,14000,39,27700.0,Medium/ Medium,Right
J. Vestergaard,25,Denmark,Southampton,14500,51,28600.0,Medium/ Medium,Right
J. Tarkowski,25,United Kingdom,Burnley,15500,56,30600.0,Medium/ Medium,Right
Deulofeu,24,Spain,Watford,18500,56,36500.0,High/ Low,Right
E. Dier,24,United Kingdom,Tottenham Hotspur,16500,73,31800.0,Medium/ High,Right
J. Murillo,26,Colombia,Valencia CF,16000,38,34800.0,Medium/ High,Right
M. Badelj,29,Croatia,Lazio,11500,53,19600.0,Medium/ Medium,Right
Ismaily,28,Brazil,Shakhtar Donetsk,11500,1,24200.0,High/ High,Left
N. Schulz,25,Germany,TSG 1899 Hoffenheim,14500,37,25700.0,High/ Medium,Left
L. Digne,24,France,Everton,16000,79,31600.0,High/ Medium,Left
M. Uth,26,Germany,FC Schalke 04,17500,42,31100.0,Medium/ High,Left
Cristian Tello,26,Spain,Real Betis,16000,30,33600.0,Medium/ Low,Right
D. Vida,29,Croatia,Beşiktaş JK,11500,55,21900.0,Medium/ High,Right
L. Muriel,27,Colombia,Sevilla FC,17500,24,38100.0,High/ Medium,Right
V. Aboubakar,26,Cameroon,FC Porto,18000,19,37400.0,High/ Medium,Right
A. Oxlade-Chamberlain,24,United Kingdom,Liverpool,19500,94,38500.0,High/ High,Right
S. Aurier,25,Ivory Coast,Tottenham Hotspur,15500,82,29800.0,High/ High,Right
J. Matip,26,Cameroon,Liverpool,15000,99,29600.0,Medium/ Medium,Right
Y. Rakitskyi,28,Ukraine,Shakhtar Donetsk,12000,1,25200.0,High/ Medium,Left
Sergi Enrich,28,Spain,SD Eibar,15500,34,32600.0,High/ High,Right
A. Yarmolenko,28,Ukraine,West Ham United,15000,92,28500.0,High/ Medium,Left
Hugo Mallo,27,Spain,RC Celta,13500,27,29400.0,High/ Medium,Right
André Almeida,27,Portugal,SL Benfica,12000,15,24000.0,Medium/ High,Right
D. Didavi,28,Germany,VfB Stuttgart,15000,44,25500.0,Medium/ Medium,Left
R. Rodríguez,25,Switzerland,Milan,15500,81,27500.0,Medium/ Medium,Left
R. Pereyra,27,Argentina,Watford,15500,65,29500.0,High/ Medium,Right
Mario Gaspar,27,Spain,Villarreal CF,12000,35,25200.0,High/ Medium,Right
Maicon,29,Brazil,Galatasaray SK,11500,63,21900.0,Medium/ High,Right
D. Blind,28,Netherlands,Ajax,12000,22,16800.0,Medium/ Medium,Left
J. Zoet,27,Netherlands,PSV,12500,16,18400.0,Medium/ Medium,Right
A. Ljajić,26,Republic of Serbia,Beşiktaş JK,17500,52,,High/ Low,Right
Canales,27,Spain,Real Betis,15500,30,32600.0,High/ Medium,Left
Iago Falqué,28,Spain,Torino,15000,59,25500.0,High/ High,Left
L. de Jong,27,Netherlands,PSV,16000,23,22400.0,Medium/ High,Right
Guaita,31,Spain,Crystal Palace,9000,48,17100.0,Medium/ Medium,Right
Muniain,25,Spain,Athletic Club de Bilbao,18500,31,40200.0,High/ Medium,Right
Susaeta,30,Spain,Athletic Club de Bilbao,14000,33,29400.0,High/ Medium,Right
S. Rudy,28,Germany,FC Schalke 04,12000,37,20400.0,Medium/ Medium,Right
K. Trapp,27,Germany,Eintracht Frankfurt,11500,61,,Medium/ Medium,Right
V. Wanyama,27,Kenya,Tottenham Hotspur,14500,86,27900.0,Medium/ High,Right
N. Nkoulou,28,Cameroon,Torino,12000,50,20400.0,Medium/ Medium,Right
R. Boudebouz,28,Algeria,Real Betis,15000,31,31500.0,High/ Medium,Left
Camacho,28,Spain,VfL Wolfsburg,13500,51,24000.0,Medium/ High,Right
S. Ulreich,29,Germany,FC Bayern München,10000,61,16500.0,Medium/ Medium,Right
M. Musacchio,27,Argentina,Milan,12500,85,21300.0,Medium/ Medium,Right
C. Stuani,31,Uruguay,Girona FC,13500,41,28400.0,Medium/ Low,Right
P. Gulácsi,28,Hungary,RB Leipzig,10500,45,17900.0,Medium/ Medium,Right
Bruno,34,Spain,Villarreal CF,7000,39,14700.0,Medium/ High,Left
F. Delph,28,United Kingdom,Manchester City,11500,120,21300.0,High/ High,Left
A. Lallana,30,United Kingdom,Liverpool,13500,110,25700.0,High/ High,Right
Marcelo,31,Brazil,Olympique Lyonnais,10000,64,19000.0,Low/ Medium,Right
S. Coleman,29,Republic of Ireland,Everton,11000,97,20900.0,High/ High,Right
Alexandre Pato,28,Brazil,Tianjin Quanjian FC,15500,35,33299.0,High/ Low,Right
Antunes,31,Portugal,Getafe CF,9500,27,20000.0,High/ Medium,Left
Nacho Monreal,32,Spain,Arsenal,8000,99,15200.0,High/ Medium,Left
Beñat,31,Spain,Athletic Club de Bilbao,12500,30,26300.0,Medium/ Medium,Right
A. Fernández,32,Argentina,Beijing Renhe FC,11000,20,23700.0,Medium/ Medium,Right
K. Gameiro,31,France,Valencia CF,13500,45,28400.0,Medium/ Medium,Right
I. Piatti,33,Argentina,Montreal Impact,9000,13,13500.0,High/ Medium,Right
V. Birsa,31,Slovenia,Chievo Verona,13000,23,22100.0,Medium/ Medium,Left
S. Romero,31,Argentina,Manchester United,9000,91,16700.0,Medium/ Medium,Right
D. Criscito,31,Italy,Genoa,10000,21,17000.0,Medium/ Medium,Left
D. Valeri,32,Argentina,Portland Timbers,11500,12,17300.0,High/ Medium,Right
D. Sturridge,28,United Kingdom,Liverpool,15500,125,29500.0,Medium/ Low,Left
Raúl García,31,Spain,Athletic Club de Bilbao,13000,30,27300.0,High/ Medium,Right
S. Defour,30,Belgium,Burnley,13500,65,25700.0,Medium/ Medium,Right
M. Škrtel,33,Slovakia,Fenerbahçe SK,6000,68,11400.0,Medium/ High,Right
S. Radu,31,Romania,Lazio,10000,51,17000.0,Medium/ High,Left
G. Cahill,32,United Kingdom,Chelsea,8500,99,15700.0,Medium/ Medium,Right
L. Diarra,33,France,Paris Saint-Germain,6000,75,11100.0,Medium/ High,Right
L. Perrin,32,France,AS Saint-Étienne,8500,37,16200.0,Medium/ High,Right
Dante,34,Brazil,OGC Nice,4500,37,8500.0,Medium/ High,Left
A. Granqvist,33,Sweden,,0,0,,High/ Medium,Right
A. Gignac,32,France,Tigres U.A.N.L.,12000,70,19200.0,Medium/ Medium,Right
M. Gómez,32,Germany,VfB Stuttgart,12000,46,20400.0,High/ Medium,Right
I. Akinfeev,32,Russia,PFC CSKA Moscow,8500,1,18700.0,Medium/ Medium,Right
I. Denisov,34,Russia,Lokomotiv Moscow,4500,1,9400.0,Medium/ High,Right
Juanfran,33,Spain,Atlético Madrid,5500,53,11300.0,High/ Medium,Right
Diego López,36,Spain,RCD Espanyol,2000,17,4200.0,Medium/ Medium,Right
Santi Cazorla,33,Spain,Villarreal CF,8500,39,17900.0,High/ Low,Right
Jesús Navas,32,Spain,Sevilla FC,11500,22,24200.0,Medium/ Medium,Right
J. Mascherano,34,Argentina,Hebei China Fortune FC,4500,20,9700.0,Low/ High,Right
A. Mirante,34,Italy,Roma,6000,51,10200.0,Medium/ Medium,Right
D. Srna,36,Croatia,Cagliari,1700,27,2900.0,High/ High,Right
B. Schweinsteiger,33,Germany,Chicago Fire,6000,11,8700.0,Medium/ Medium,Right
Moyá,34,Spain,Real Sociedad,6000,26,12600.0,Medium/ Medium,Right
W. Rooney,32,United Kingdom,DC United,12000,13,18000.0,Medium/ High,Right
Fernando Torres,34,Spain,Sagan Tosu,8000,10,10000.0,Medium/ Medium,Right
S. Sorrentino,39,Italy,Chievo Verona,1000,10,1700.0,Medium/ Medium,Right
V. Tsygankov,20,Ukraine,Dynamo Kyiv,18000,1,41400.0,High/ Medium,Left
Rúben Dias,21,Portugal,SL Benfica,15000,10,33000.0,Medium/ High,Right
David Neres,21,Brazil,Ajax,18000,18,28800.0,High/ Medium,Left
Raphinha,21,Brazil,Sporting CP,18000,13,39600.0,High/ Medium,Left
A. Harit,21,Morocco,FC Schalke 04,18000,27,34200.0,High/ Medium,Right
Richarlison,21,Brazil,Everton,18000,79,37800.0,High/ High,Right
L. Martínez,20,Argentina,Inter,18000,54,34200.0,High/ Medium,Right
F. Kessié,21,Ivory Coast,Milan,19500,24,,High/ High,Right
Luimo Boas Santos,30,Brazil,Santos,12000,26,22800.0,High/ Medium,Right
Gabri Prestão,26,Brazil,Internacional,9000,24,17100.0,Medium/ Medium,Right
Melvin Parrela,30,Brazil,América FC (Minas Gerais),9500,20,18100.0,Medium/ Medium,Right
Antônio Chiamuloira,30,Brazil,Internacional,9500,30,18100.0,Medium/ Medium,Left
Maikel Catarino,34,Brazil,Atlético Mineiro,3600,38,6800.0,High/ Medium,Right
A. Lunev,26,Russia,,0,0,,Medium/ Medium,Right
André Silva,22,Portugal,Sevilla FC,19000,84,,High/ Medium,Right
C. Pulisic,19,United States of America,Borussia Dortmund,18000,26,34200.0,Medium/ Medium,Right
M. Dmitrović,26,Republic of Serbia,SD Eibar,10000,21,21800.0,Medium/ Medium,Left
L. Tousart,21,France,Olympique Lyonnais,14500,43,28600.0,Medium/ High,Right
Marcos Llorente,23,Spain,Real Madrid,16000,110,36000.0,Medium/ Medium,Right
B. Verbič,24,Slovenia,Dynamo Kyiv,15500,1,33700.0,High/ Medium,Right
S. Bergwijn,20,Netherlands,PSV,18000,17,28800.0,Medium/ Medium,Right
A. Diallo,22,France,Borussia Dortmund,15000,43,28500.0,High/ Medium,Left
A. Golovin,22,Russia,AS Monaco,17000,61,35700.0,High/ High,Right
M. Campaña,29,Uruguay,Independiente,10000,21,14800.0,Medium/ Medium,Right
C. Pavón,22,Argentina,Boca Juniors,17500,27,28000.0,High/ Medium,Right
K. Toko-Ekambi,25,Cameroon,Villarreal CF,15000,38,32600.0,High/ Medium,Right
Granell,29,Spain,Girona FC,12000,37,25200.0,Medium/ Medium,Left
F. Cervi,24,Argentina,SL Benfica,17000,15,35300.0,High/ High,Left
J. Weigl,22,Germany,Borussia Dortmund,14500,43,25700.0,Medium/ Medium,Right
V. Lindelöf,23,Sweden,Manchester United,14500,91,29700.0,Medium/ Medium,Right
A. Rebić,24,Croatia,Eintracht Frankfurt,16000,39,28400.0,High/ Medium,Right
A. Sanabria,22,Paraguay,Real Betis,17500,27,40300.0,High/ Medium,Right
R. Battaglia,26,Argentina,Sporting CP,14500,17,30100.0,Medium/ Medium,Right
M. Philipp,24,Germany,Borussia Dortmund,17000,53,30200.0,High/ Medium,Right
A. Saint-Maximin,21,France,OGC Nice,18000,31,37800.0,High/ Low,Right
D. Zappacosta,26,Italy,Chelsea,12500,94,24100.0,High/ High,Right
L. Alario,25,Argentina,Bayer 04 Leverkusen,16000,67,28400.0,High/ Medium,Right
D. Benedetto,28,Argentina,Boca Juniors,13000,32,18200.0,High/ Low,Right
I. Marcone,28,Argentina,Cruz Azul,11500,31,20400.0,Medium/ High,Right
J. Gbamin,22,Ivory Coast,1. FSV Mainz 05,14500,26,27200.0,Medium/ High,Right
J. Lerma,23,Colombia,Bournemouth,14500,55,28600.0,Medium/ High,Right
Ricardo Horta,23,Portugal,SC Braga,17000,16,35300.0,High/ Medium,Right
R. Zobnin,24,Russia,Spartak Moscow,15000,1,34500.0,High/ High,Right
M. Meyer,22,Germany,Crystal Palace,16000,53,31600.0,Medium/ Medium,Right
Bruma,23,Portugal,RB Leipzig,16500,48,29300.0,High/ Medium,Right
R. Centurión,25,Argentina,Racing Club,15500,25,24400.0,High/ Medium,Right
Jonny,24,Spain,Wolverhampton Wanderers,13500,43,,High/ High,Right
Otávio,23,Brazil,FC Porto,17500,15,38500.0,Medium/ Medium,Right
J. Hofmann,25,Germany,Borussia Mönchengladbach,15000,32,26600.0,Medium/ Medium,Right
N. Aké,23,Netherlands,Bournemouth,14500,55,28600.0,Medium/ High,Left
J. Hector,28,Germany,1. FC Köln,10000,26,15000.0,Medium/ Medium,Left
S. Kolašinac,25,Bosnia Herzegovina,Arsenal,13000,89,25700.0,Medium/ High,Left
G. Pizarro,28,Argentina,Tigres U.A.N.L.,10000,58,16000.0,Medium/ High,Right
Roger,27,Spain,Levante UD,14500,32,31500.0,High/ Medium,Right
Sergio Rico,24,Spain,Fulham,11500,13,,Medium/ Medium,Right
L. Milivojević,27,Republic of Serbia,Crystal Palace,12500,56,24700.0,Medium/ High,Right
D. Baselli,26,Italy,Torino,15500,49,27500.0,High/ Medium,Right
K. Rekik,23,Netherlands,Hertha BSC,14000,26,24900.0,Medium/ High,Left
Denis Suárez,24,Spain,FC Barcelona,17500,120,39400.0,Medium/ Medium,Right
W. Orban,25,Hungary,RB Leipzig,13000,48,23100.0,Medium/ High,Right
Mário Rui,27,Portugal,Napoli,11500,60,20400.0,High/ Medium,Left
Iñigo Martínez,27,Spain,Athletic Club de Bilbao,12000,26,26100.0,Medium/ Medium,Left
K. Zouma,23,France,Everton,14000,80,,Medium/ Medium,Right
Roque Mesa,29,Spain,Sevilla FC,10000,20,21000.0,High/ High,Right
J. Brooks,25,United States of America,VfL Wolfsburg,14000,44,24900.0,Medium/ Medium,Left
L. Karius,25,Germany,Beşiktaş JK,11500,71,,Medium/ Medium,Right
